distribution,flaw,magnitude,vis,parameter,id,index,training,correct,rt,vizIndex,excluded
normal,spike,25,scatter,0.0875,5ab729130527ba0001c17fbd,9,1,1,5591,viz20,0
normal,outliers,20,density,0.07,5ab729130527ba0001c17fbd,10,0,1,8650,viz20,0
normal,spike,20,density,0.035,5ab729130527ba0001c17fbd,11,0,1,16129,viz3,0
normal,outliers,15,scatter,0.175,5ab729130527ba0001c17fbd,12,0,1,6682,viz7,0
normal,spike,10,scatter,0.175,5ab729130527ba0001c17fbd,13,0,1,8946,viz6,0
normal,gap,10,density,0.0175,5ab729130527ba0001c17fbd,14,0,1,10286,viz15,0
normal,gap,20,scatter,0.0875,5ab729130527ba0001c17fbd,15,0,0,51619,viz20,0
normal,spike,20,histogram,28,5ab729130527ba0001c17fbd,16,0,1,6747,viz13,0
normal,outliers,20,density,0.0175,5ab729130527ba0001c17fbd,17,0,1,4799,viz18,0
normal,outliers,20,histogram,7,5ab729130527ba0001c17fbd,18,0,1,4957,viz1,0
normal,spike,20,density,0.0175,5ab729130527ba0001c17fbd,19,0,1,5315,viz12,0
normal,spike,10,density,0.035,5ab729130527ba0001c17fbd,20,0,1,27068,viz16,0
normal,gap,20,scatter,0.35,5ab729130527ba0001c17fbd,21,0,1,10803,viz18,0
normal,gap,15,scatter,0.0875,5ab729130527ba0001c17fbd,22,0,1,8985,viz3,0
normal,gap,10,scatter,0.0875,5ab729130527ba0001c17fbd,23,0,1,8224,viz14,0
normal,gap,15,scatter,0.175,5ab729130527ba0001c17fbd,24,0,1,8091,viz17,0
normal,spike,10,density,0.07,5ab729130527ba0001c17fbd,25,0,0,9049,viz12,0
normal,outliers,20,histogram,14,5ab729130527ba0001c17fbd,26,0,1,4854,viz13,0
normal,gap,10,scatter,0.35,5ab729130527ba0001c17fbd,27,0,1,10089,viz19,0
normal,spike,15,density,0.0175,5ab729130527ba0001c17fbd,28,0,1,34433,viz16,0
normal,spike,10,histogram,28,5ab729130527ba0001c17fbd,29,0,1,14996,viz13,0
normal,outliers,15,density,0.035,5ab729130527ba0001c17fbd,30,0,1,12865,viz15,0
normal,outliers,10,histogram,7,5ab729130527ba0001c17fbd,31,0,1,6771,viz11,0
normal,gap,20,histogram,28,5ab729130527ba0001c17fbd,32,0,1,15167,viz19,0
normal,gap,15,histogram,14,5ab729130527ba0001c17fbd,33,0,1,5626,viz19,0
normal,outliers,10,scatter,0.0875,5ab729130527ba0001c17fbd,34,0,1,10548,viz6,0
normal,gap,20,histogram,14,5ab729130527ba0001c17fbd,35,0,0,44552,viz15,0
normal,gap,15,histogram,7,5ab729130527ba0001c17fbd,36,0,0,30766,viz1,0
normal,gap,20,scatter,0.175,5ab729130527ba0001c17fbd,37,0,1,7702,viz10,0
normal,gap,15,density,0.07,5ab729130527ba0001c17fbd,38,0,0,81761,viz12,0
normal,outliers,15,scatter,0.0875,5ab729130527ba0001c17fbd,39,0,1,13322,viz7,0
normal,gap,10,histogram,14,5ab729130527ba0001c17fbd,40,0,1,14121,viz16,0
normal,outliers,10,scatter,0.35,5ab729130527ba0001c17fbd,41,0,1,5349,viz1,0
normal,outliers,20,scatter,0.35,5ab729130527ba0001c17fbd,42,0,1,10397,viz2,0
normal,gap,10,density,0.035,5ab729130527ba0001c17fbd,43,0,0,23080,viz11,0
normal,spike,15,histogram,28,5ab729130527ba0001c17fbd,44,0,1,7047,viz3,0
normal,gap,15,density,0.035,5ab729130527ba0001c17fbd,45,0,1,50527,viz10,0
normal,spike,15,scatter,0.35,5ab729130527ba0001c17fbd,46,0,1,25085,viz2,0
normal,spike,15,histogram,7,5ab729130527ba0001c17fbd,47,0,1,26768,viz1,0
normal,outliers,15,histogram,7,5ab729130527ba0001c17fbd,48,0,1,33056,viz10,0
normal,spike,10,density,0.0175,5ab729130527ba0001c17fbd,49,0,1,6838,viz7,0
normal,outliers,15,histogram,28,5ab729130527ba0001c17fbd,50,0,1,44145,viz7,0
normal,spike,15,scatter,0.0875,5ab729130527ba0001c17fbd,51,0,1,4007,viz7,0
normal,gap,20,histogram,7,5ab729130527ba0001c17fbd,52,0,0,15783,viz18,0
normal,gap,20,density,0.035,5ab729130527ba0001c17fbd,53,0,1,10953,viz15,0
normal,gap,10,density,0.07,5ab729130527ba0001c17fbd,54,0,0,9520,viz11,0
normal,gap,10,histogram,28,5ab729130527ba0001c17fbd,55,0,1,10496,viz4,0
normal,outliers,15,density,0.07,5ab729130527ba0001c17fbd,56,0,1,3486,viz16,0
normal,spike,15,scatter,0.175,5ab729130527ba0001c17fbd,57,0,1,4533,viz18,0
normal,gap,20,density,0.0175,5ab729130527ba0001c17fbd,58,0,1,35166,viz7,0
normal,gap,15,scatter,0.35,5ab729130527ba0001c17fbd,59,0,0,41582,viz16,0
normal,gap,15,density,0.0175,5ab729130527ba0001c17fbd,60,0,1,7168,viz18,0
normal,spike,15,histogram,14,5ab729130527ba0001c17fbd,61,0,1,6952,viz15,0
normal,spike,20,scatter,0.175,5ab729130527ba0001c17fbd,62,0,1,4411,viz5,0
normal,outliers,10,histogram,14,5ab729130527ba0001c17fbd,63,0,1,3277,viz19,0
normal,outliers,20,scatter,0.0875,5ab729130527ba0001c17fbd,64,0,1,4583,viz10,0
normal,spike,20,scatter,0.35,5ab729130527ba0001c17fbd,65,0,1,10285,viz13,0
normal,outliers,20,density,0.035,5ab729130527ba0001c17fbd,66,0,1,4839,viz9,0
normal,outliers,20,histogram,28,5ab729130527ba0001c17fbd,67,0,1,4523,viz14,0
normal,gap,10,scatter,0.175,5ab729130527ba0001c17fbd,68,0,1,18682,viz14,0
normal,spike,10,histogram,7,5ab729130527ba0001c17fbd,69,0,1,8773,viz9,0
normal,spike,20,histogram,14,5ab729130527ba0001c17fbd,70,0,1,4594,viz12,0
normal,outliers,20,scatter,0.175,5ab729130527ba0001c17fbd,71,0,1,3758,viz17,0
normal,spike,20,histogram,7,5ab729130527ba0001c17fbd,72,0,1,17466,viz4,0
normal,outliers,15,density,0.0175,5ab729130527ba0001c17fbd,73,0,1,6802,viz14,0
normal,spike,10,scatter,0.35,5ab729130527ba0001c17fbd,74,0,0,28209,viz12,0
normal,spike,15,density,0.07,5ab729130527ba0001c17fbd,75,0,1,20444,viz9,0
normal,outliers,10,scatter,0.175,5ab729130527ba0001c17fbd,76,0,1,5273,viz2,0
normal,outliers,10,density,0.0175,5ab729130527ba0001c17fbd,77,0,1,10282,viz19,0
normal,outliers,10,density,0.035,5ab729130527ba0001c17fbd,78,0,1,3666,viz5,0
normal,gap,20,density,0.07,5ab729130527ba0001c17fbd,79,0,1,9536,viz19,0
normal,outliers,10,density,0.07,5ab729130527ba0001c17fbd,80,0,1,9073,viz1,0
normal,gap,15,histogram,28,5ab729130527ba0001c17fbd,81,0,1,11183,viz7,0
normal,outliers,15,histogram,14,5ab729130527ba0001c17fbd,82,0,1,5244,viz6,0
normal,spike,20,density,0.07,5ab729130527ba0001c17fbd,83,0,1,8148,viz11,0
normal,gap,10,histogram,7,5ab729130527ba0001c17fbd,84,0,0,27210,viz18,0
normal,spike,10,scatter,0.0875,5ab729130527ba0001c17fbd,85,0,1,8268,viz9,0
normal,outliers,10,histogram,28,5ab729130527ba0001c17fbd,86,0,1,9269,viz1,0
normal,spike,10,histogram,14,5ab729130527ba0001c17fbd,87,0,0,9051,viz2,0
normal,spike,15,density,0.035,5ab729130527ba0001c17fbd,88,0,1,13008,viz8,0
normal,outliers,15,scatter,0.35,5ab729130527ba0001c17fbd,89,0,1,5588,viz9,0
normal,spike,20,scatter,0.0875,5ab729130527ba0001c17fbd,90,0,1,2751,viz6,0
normal,outliers,25,density,0.0175,5ab73778a3ba7a0001b409e7,1,1,1,56148,viz19,0
normal,outliers,25,histogram,28,5ab73778a3ba7a0001b409e7,2,1,1,6954,viz17,0
normal,outliers,25,scatter,0.0875,5ab73778a3ba7a0001b409e7,3,1,1,12475,viz6,0
normal,gap,25,density,0.0175,5ab73778a3ba7a0001b409e7,4,1,1,6848,viz2,0
normal,gap,25,histogram,28,5ab73778a3ba7a0001b409e7,5,1,1,17772,viz4,0
normal,gap,25,scatter,0.0875,5ab73778a3ba7a0001b409e7,6,1,1,5900,viz12,0
normal,spike,25,density,0.0175,5ab73778a3ba7a0001b409e7,7,1,1,9916,viz5,0
normal,spike,25,histogram,28,5ab73778a3ba7a0001b409e7,8,1,1,2805,viz12,0
normal,spike,25,scatter,0.0875,5ab73778a3ba7a0001b409e7,9,1,1,2058,viz8,0
normal,gap,10,scatter,0.35,5ab73778a3ba7a0001b409e7,10,0,1,6605,viz2,0
normal,gap,20,histogram,7,5ab73778a3ba7a0001b409e7,11,0,0,13681,viz4,0
normal,spike,20,density,0.035,5ab73778a3ba7a0001b409e7,12,0,1,9207,viz18,0
normal,spike,15,histogram,14,5ab73778a3ba7a0001b409e7,13,0,1,4129,viz14,0
normal,spike,20,histogram,14,5ab73778a3ba7a0001b409e7,14,0,1,15580,viz7,0
normal,spike,10,density,0.035,5ab73778a3ba7a0001b409e7,15,0,1,6846,viz13,0
normal,spike,15,histogram,28,5ab73778a3ba7a0001b409e7,16,0,1,4307,viz8,0
normal,outliers,10,scatter,0.0875,5ab73778a3ba7a0001b409e7,17,0,0,8064,viz16,0
normal,spike,10,histogram,28,5ab73778a3ba7a0001b409e7,18,0,1,7080,viz9,0
normal,outliers,20,scatter,0.0875,5ab73778a3ba7a0001b409e7,19,0,0,14034,viz13,0
normal,gap,10,histogram,7,5ab73778a3ba7a0001b409e7,20,0,0,13806,viz14,0
normal,spike,20,density,0.07,5ab73778a3ba7a0001b409e7,21,0,1,4719,viz15,0
normal,gap,10,histogram,28,5ab73778a3ba7a0001b409e7,22,0,0,43501,viz20,0
normal,gap,15,scatter,0.175,5ab73778a3ba7a0001b409e7,23,0,1,3679,viz5,0
normal,outliers,10,histogram,7,5ab73778a3ba7a0001b409e7,24,0,1,12235,viz5,0
normal,spike,20,scatter,0.35,5ab73778a3ba7a0001b409e7,25,0,1,13299,viz10,0
normal,outliers,15,scatter,0.35,5ab73778a3ba7a0001b409e7,26,0,0,7936,viz13,0
normal,spike,10,density,0.07,5ab73778a3ba7a0001b409e7,27,0,1,4308,viz3,0
normal,outliers,15,density,0.0175,5ab73778a3ba7a0001b409e7,28,0,0,11944,viz8,0
normal,spike,20,density,0.0175,5ab73778a3ba7a0001b409e7,29,0,1,4801,viz2,0
normal,outliers,15,histogram,14,5ab73778a3ba7a0001b409e7,30,0,0,9727,viz7,0
normal,gap,15,histogram,14,5ab73778a3ba7a0001b409e7,31,0,1,5757,viz14,0
normal,outliers,20,scatter,0.175,5ab73778a3ba7a0001b409e7,32,0,1,19361,viz14,0
normal,outliers,10,histogram,28,5ab73778a3ba7a0001b409e7,33,0,0,21958,viz20,0
normal,outliers,20,histogram,14,5ab73778a3ba7a0001b409e7,34,0,1,5755,viz13,0
normal,spike,10,scatter,0.175,5ab73778a3ba7a0001b409e7,35,0,0,7501,viz16,0
normal,spike,10,density,0.0175,5ab73778a3ba7a0001b409e7,36,0,1,3643,viz13,0
normal,outliers,10,density,0.07,5ab73778a3ba7a0001b409e7,37,0,1,3666,viz19,0
normal,spike,15,scatter,0.35,5ab73778a3ba7a0001b409e7,38,0,0,5610,viz1,0
normal,outliers,10,density,0.0175,5ab73778a3ba7a0001b409e7,39,0,0,18639,viz19,0
normal,gap,15,density,0.07,5ab73778a3ba7a0001b409e7,40,0,0,7225,viz6,0
normal,gap,15,scatter,0.35,5ab73778a3ba7a0001b409e7,41,0,1,4231,viz4,0
normal,outliers,20,density,0.07,5ab73778a3ba7a0001b409e7,42,0,0,2591,viz16,0
normal,gap,20,histogram,14,5ab73778a3ba7a0001b409e7,43,0,1,9647,viz2,0
normal,outliers,15,scatter,0.175,5ab73778a3ba7a0001b409e7,44,0,1,2160,viz8,0
normal,gap,20,scatter,0.35,5ab73778a3ba7a0001b409e7,45,0,1,5225,viz7,0
normal,gap,15,density,0.0175,5ab73778a3ba7a0001b409e7,46,0,1,5264,viz18,0
normal,spike,20,histogram,28,5ab73778a3ba7a0001b409e7,47,0,1,5871,viz11,0
normal,outliers,15,density,0.07,5ab73778a3ba7a0001b409e7,48,0,0,17928,viz18,0
normal,gap,20,density,0.0175,5ab73778a3ba7a0001b409e7,49,0,1,2986,viz4,0
normal,gap,15,scatter,0.0875,5ab73778a3ba7a0001b409e7,50,0,1,7895,viz18,0
normal,gap,10,scatter,0.175,5ab73778a3ba7a0001b409e7,51,0,0,12955,viz10,0
normal,outliers,10,density,0.035,5ab73778a3ba7a0001b409e7,52,0,1,16822,viz15,0
normal,gap,20,scatter,0.0875,5ab73778a3ba7a0001b409e7,53,0,1,3036,viz9,0
normal,gap,20,scatter,0.175,5ab73778a3ba7a0001b409e7,54,0,1,5758,viz14,0
normal,spike,15,scatter,0.175,5ab73778a3ba7a0001b409e7,55,0,1,4513,viz20,0
normal,spike,15,density,0.035,5ab73778a3ba7a0001b409e7,56,0,1,12145,viz6,0
normal,outliers,20,density,0.035,5ab73778a3ba7a0001b409e7,57,0,0,16232,viz10,0
normal,gap,10,density,0.035,5ab73778a3ba7a0001b409e7,58,0,0,4814,viz10,0
normal,outliers,15,histogram,7,5ab73778a3ba7a0001b409e7,59,0,0,18133,viz17,0
normal,spike,15,histogram,7,5ab73778a3ba7a0001b409e7,60,0,0,4757,viz4,0
normal,outliers,10,histogram,14,5ab73778a3ba7a0001b409e7,61,0,0,8804,viz1,0
normal,spike,15,density,0.07,5ab73778a3ba7a0001b409e7,62,0,1,2810,viz18,0
normal,outliers,20,histogram,28,5ab73778a3ba7a0001b409e7,63,0,0,6750,viz1,0
normal,gap,20,density,0.035,5ab73778a3ba7a0001b409e7,64,0,1,5008,viz13,0
normal,gap,10,density,0.07,5ab73778a3ba7a0001b409e7,65,0,1,10721,viz18,0
normal,outliers,20,density,0.0175,5ab73778a3ba7a0001b409e7,66,0,0,4913,viz17,0
normal,spike,20,scatter,0.0875,5ab73778a3ba7a0001b409e7,67,0,1,1950,viz3,0
normal,gap,20,histogram,28,5ab73778a3ba7a0001b409e7,68,0,1,11706,viz2,0
normal,gap,10,scatter,0.0875,5ab73778a3ba7a0001b409e7,69,0,1,12378,viz17,0
normal,gap,20,density,0.07,5ab73778a3ba7a0001b409e7,70,0,1,2689,viz17,0
normal,spike,10,histogram,14,5ab73778a3ba7a0001b409e7,71,0,0,6489,viz1,0
normal,gap,10,histogram,14,5ab73778a3ba7a0001b409e7,72,0,0,6523,viz18,0
normal,outliers,15,density,0.035,5ab73778a3ba7a0001b409e7,73,0,0,6745,viz18,0
normal,gap,15,density,0.035,5ab73778a3ba7a0001b409e7,74,0,1,14322,viz1,0
normal,outliers,15,histogram,28,5ab73778a3ba7a0001b409e7,75,0,0,7346,viz13,0
normal,outliers,15,scatter,0.0875,5ab73778a3ba7a0001b409e7,76,0,0,6354,viz10,0
normal,spike,10,scatter,0.35,5ab73778a3ba7a0001b409e7,77,0,1,5920,viz10,0
normal,spike,10,scatter,0.0875,5ab73778a3ba7a0001b409e7,78,0,1,2388,viz8,0
normal,spike,10,histogram,7,5ab73778a3ba7a0001b409e7,79,0,0,2342,viz9,0
normal,spike,20,scatter,0.175,5ab73778a3ba7a0001b409e7,80,0,1,2999,viz9,0
normal,gap,15,histogram,28,5ab73778a3ba7a0001b409e7,81,0,1,3546,viz8,0
normal,gap,10,density,0.0175,5ab73778a3ba7a0001b409e7,82,0,1,2004,viz12,0
normal,spike,15,density,0.0175,5ab73778a3ba7a0001b409e7,83,0,1,1797,viz7,0
normal,spike,20,histogram,7,5ab73778a3ba7a0001b409e7,84,0,1,2777,viz6,0
normal,outliers,20,scatter,0.35,5ab73778a3ba7a0001b409e7,85,0,1,2286,viz5,0
normal,outliers,10,scatter,0.35,5ab73778a3ba7a0001b409e7,86,0,0,3320,viz1,0
normal,outliers,20,histogram,7,5ab73778a3ba7a0001b409e7,87,0,0,3581,viz2,0
normal,spike,15,scatter,0.0875,5ab73778a3ba7a0001b409e7,88,0,1,2039,viz16,0
normal,gap,15,histogram,7,5ab73778a3ba7a0001b409e7,89,0,0,4115,viz20,0
normal,outliers,10,scatter,0.175,5ab73778a3ba7a0001b409e7,90,0,0,3356,viz20,0
normal,outliers,25,density,0.0175,5ab741e2892136000182f355,1,1,0,45592,viz8,0
normal,outliers,25,histogram,28,5ab741e2892136000182f355,2,1,1,28183,viz2,0
normal,outliers,25,scatter,0.0875,5ab741e2892136000182f355,3,1,1,7522,viz20,0
normal,gap,25,density,0.0175,5ab741e2892136000182f355,4,1,0,11334,viz15,0
normal,gap,25,histogram,28,5ab741e2892136000182f355,5,1,1,16959,viz19,0
normal,gap,25,scatter,0.0875,5ab741e2892136000182f355,6,1,1,8807,viz2,0
normal,spike,25,density,0.0175,5ab741e2892136000182f355,7,1,1,9672,viz15,0
normal,spike,25,histogram,28,5ab741e2892136000182f355,8,1,1,8471,viz5,0
normal,spike,25,scatter,0.0875,5ab741e2892136000182f355,9,1,1,5896,viz20,0
normal,outliers,10,histogram,28,5ab741e2892136000182f355,10,0,1,8152,viz5,0
normal,spike,20,scatter,0.35,5ab741e2892136000182f355,11,0,1,6594,viz3,0
normal,outliers,15,density,0.035,5ab741e2892136000182f355,12,0,1,4255,viz1,0
normal,spike,10,density,0.035,5ab741e2892136000182f355,13,0,0,9104,viz7,0
normal,spike,10,density,0.07,5ab741e2892136000182f355,14,0,0,8495,viz3,0
normal,gap,20,histogram,7,5ab741e2892136000182f355,15,0,0,11631,viz4,0
normal,gap,15,histogram,7,5ab741e2892136000182f355,16,0,0,6032,viz5,0
normal,spike,20,histogram,7,5ab741e2892136000182f355,17,0,1,4928,viz8,0
normal,spike,15,scatter,0.35,5ab741e2892136000182f355,18,0,1,7800,viz8,0
normal,spike,20,histogram,28,5ab741e2892136000182f355,19,0,1,6287,viz17,0
normal,outliers,10,histogram,14,5ab741e2892136000182f355,20,0,1,15656,viz20,0
normal,gap,20,density,0.0175,5ab741e2892136000182f355,21,0,0,11023,viz19,0
normal,outliers,20,histogram,7,5ab741e2892136000182f355,22,0,1,8040,viz16,0
normal,outliers,20,histogram,28,5ab741e2892136000182f355,23,0,1,9032,viz3,0
normal,outliers,15,scatter,0.35,5ab741e2892136000182f355,24,0,1,5408,viz16,0
normal,spike,10,density,0.0175,5ab741e2892136000182f355,25,0,1,4639,viz17,0
normal,spike,15,density,0.0175,5ab741e2892136000182f355,26,0,1,3880,viz10,0
normal,spike,20,density,0.035,5ab741e2892136000182f355,27,0,1,4704,viz4,0
normal,outliers,20,density,0.07,5ab741e2892136000182f355,28,0,1,4407,viz4,0
normal,gap,10,scatter,0.175,5ab741e2892136000182f355,29,0,0,5040,viz15,0
normal,spike,20,scatter,0.0875,5ab741e2892136000182f355,30,0,1,2855,viz5,0
normal,outliers,10,density,0.07,5ab741e2892136000182f355,31,0,1,4088,viz8,0
normal,gap,10,density,0.07,5ab741e2892136000182f355,32,0,0,11775,viz11,0
normal,outliers,10,scatter,0.35,5ab741e2892136000182f355,33,0,1,6017,viz11,0
normal,spike,15,histogram,7,5ab741e2892136000182f355,34,0,0,7418,viz7,0
normal,gap,10,scatter,0.0875,5ab741e2892136000182f355,35,0,0,4351,viz15,0
normal,gap,10,density,0.035,5ab741e2892136000182f355,36,0,0,5951,viz19,0
normal,gap,20,scatter,0.0875,5ab741e2892136000182f355,37,0,1,4721,viz14,0
normal,gap,15,density,0.0175,5ab741e2892136000182f355,38,0,0,9126,viz13,0
normal,gap,15,scatter,0.35,5ab741e2892136000182f355,39,0,0,8280,viz16,0
normal,gap,15,histogram,14,5ab741e2892136000182f355,40,0,0,7528,viz14,0
normal,outliers,15,histogram,7,5ab741e2892136000182f355,41,0,1,6151,viz15,0
normal,outliers,15,histogram,14,5ab741e2892136000182f355,42,0,1,4293,viz11,0
normal,spike,20,histogram,14,5ab741e2892136000182f355,43,0,1,3727,viz14,0
normal,outliers,10,scatter,0.0875,5ab741e2892136000182f355,44,0,1,3681,viz6,0
normal,gap,20,scatter,0.35,5ab741e2892136000182f355,45,0,1,4958,viz3,0
normal,spike,20,density,0.07,5ab741e2892136000182f355,46,0,1,5049,viz17,0
normal,outliers,10,scatter,0.175,5ab741e2892136000182f355,47,0,1,5440,viz6,0
normal,spike,20,density,0.0175,5ab741e2892136000182f355,48,0,1,2726,viz14,0
normal,spike,15,scatter,0.175,5ab741e2892136000182f355,49,0,0,8142,viz4,0
normal,spike,15,histogram,28,5ab741e2892136000182f355,50,0,1,4921,viz12,0
normal,gap,10,histogram,14,5ab741e2892136000182f355,51,0,0,39079,viz15,0
normal,outliers,15,histogram,28,5ab741e2892136000182f355,52,0,1,4562,viz4,0
normal,spike,10,histogram,28,5ab741e2892136000182f355,53,0,1,6272,viz12,0
normal,gap,15,scatter,0.175,5ab741e2892136000182f355,54,0,0,3487,viz4,0
normal,gap,15,density,0.035,5ab741e2892136000182f355,55,0,0,9633,viz14,0
normal,outliers,20,density,0.035,5ab741e2892136000182f355,56,0,1,3349,viz2,0
normal,spike,10,histogram,14,5ab741e2892136000182f355,57,0,1,5616,viz4,0
normal,spike,10,scatter,0.35,5ab741e2892136000182f355,58,0,0,6721,viz6,0
normal,gap,20,histogram,28,5ab741e2892136000182f355,59,0,0,4023,viz7,0
normal,outliers,10,density,0.0175,5ab741e2892136000182f355,60,0,1,6175,viz13,0
normal,spike,15,scatter,0.0875,5ab741e2892136000182f355,61,0,1,4464,viz18,0
normal,spike,15,density,0.07,5ab741e2892136000182f355,62,0,1,3465,viz15,0
normal,gap,20,histogram,14,5ab741e2892136000182f355,63,0,0,4951,viz16,0
normal,outliers,10,density,0.035,5ab741e2892136000182f355,64,0,1,3497,viz2,0
normal,spike,10,scatter,0.0875,5ab741e2892136000182f355,65,0,1,3616,viz1,0
normal,outliers,20,scatter,0.175,5ab741e2892136000182f355,66,0,1,3967,viz13,0
normal,gap,15,density,0.07,5ab741e2892136000182f355,67,0,0,8362,viz6,0
normal,outliers,10,histogram,7,5ab741e2892136000182f355,68,0,1,8263,viz4,0
normal,spike,15,histogram,14,5ab741e2892136000182f355,69,0,1,3918,viz8,0
normal,outliers,15,density,0.07,5ab741e2892136000182f355,70,0,1,3401,viz12,0
normal,gap,10,density,0.0175,5ab741e2892136000182f355,71,0,0,5150,viz13,0
normal,outliers,15,scatter,0.175,5ab741e2892136000182f355,72,0,1,4486,viz20,0
normal,outliers,15,scatter,0.0875,5ab741e2892136000182f355,73,0,0,5560,viz5,0
normal,outliers,20,histogram,14,5ab741e2892136000182f355,74,0,1,3792,viz9,0
normal,gap,15,histogram,28,5ab741e2892136000182f355,75,0,0,3576,viz16,0
normal,spike,15,density,0.035,5ab741e2892136000182f355,76,0,1,4614,viz12,0
normal,outliers,15,density,0.0175,5ab741e2892136000182f355,77,0,0,3375,viz12,0
normal,gap,20,scatter,0.175,5ab741e2892136000182f355,78,0,0,6750,viz10,0
normal,spike,20,scatter,0.175,5ab741e2892136000182f355,79,0,1,4985,viz15,0
normal,gap,10,scatter,0.35,5ab741e2892136000182f355,80,0,0,6903,viz7,0
normal,gap,20,density,0.07,5ab741e2892136000182f355,81,0,0,5273,viz6,0
normal,outliers,20,scatter,0.35,5ab741e2892136000182f355,82,0,0,3513,viz11,0
normal,gap,20,density,0.035,5ab741e2892136000182f355,83,0,0,6367,viz13,0
normal,gap,10,histogram,7,5ab741e2892136000182f355,84,0,0,4840,viz3,0
normal,spike,10,scatter,0.175,5ab741e2892136000182f355,85,0,0,7230,viz16,0
normal,gap,15,scatter,0.0875,5ab741e2892136000182f355,86,0,0,3231,viz3,0
normal,spike,10,histogram,7,5ab741e2892136000182f355,87,0,0,4295,viz13,0
normal,gap,10,histogram,28,5ab741e2892136000182f355,88,0,0,4625,viz10,0
normal,outliers,20,density,0.0175,5ab741e2892136000182f355,89,0,0,4887,viz20,0
normal,outliers,20,scatter,0.0875,5ab741e2892136000182f355,90,0,1,6370,viz19,0
normal,outliers,25,density,0.0175,5ab774c047a9f70001539c81,1,1,0,36308,viz18,0
normal,outliers,25,histogram,28,5ab774c047a9f70001539c81,2,1,1,5760,viz9,0
normal,outliers,25,scatter,0.0875,5ab774c047a9f70001539c81,3,1,0,13677,viz17,0
normal,gap,25,density,0.0175,5ab774c047a9f70001539c81,4,1,0,32375,viz5,0
normal,gap,25,histogram,28,5ab774c047a9f70001539c81,5,1,1,11573,viz10,0
normal,gap,25,scatter,0.0875,5ab774c047a9f70001539c81,6,1,1,13010,viz9,0
normal,spike,25,density,0.0175,5ab774c047a9f70001539c81,7,1,1,9368,viz6,0
normal,spike,25,histogram,28,5ab774c047a9f70001539c81,8,1,1,5428,viz20,0
normal,spike,25,scatter,0.0875,5ab774c047a9f70001539c81,9,1,1,5080,viz11,0
normal,spike,15,histogram,14,5ab774c047a9f70001539c81,10,0,1,8714,viz7,0
normal,gap,20,histogram,28,5ab774c047a9f70001539c81,11,0,1,8650,viz10,0
normal,outliers,15,scatter,0.35,5ab774c047a9f70001539c81,12,0,0,23207,viz3,0
normal,spike,15,density,0.035,5ab774c047a9f70001539c81,13,0,1,6064,viz20,0
normal,gap,10,density,0.0175,5ab774c047a9f70001539c81,14,0,0,14732,viz3,0
normal,spike,10,histogram,7,5ab774c047a9f70001539c81,15,0,0,37457,viz17,0
normal,outliers,10,scatter,0.0875,5ab774c047a9f70001539c81,16,0,0,33247,viz15,0
normal,outliers,15,scatter,0.0875,5ab774c047a9f70001539c81,17,0,0,17772,viz14,0
normal,outliers,15,histogram,28,5ab774c047a9f70001539c81,18,0,0,43981,viz19,0
normal,outliers,20,density,0.0175,5ab774c047a9f70001539c81,19,0,1,10211,viz2,0
normal,gap,20,scatter,0.175,5ab774c047a9f70001539c81,20,0,1,9965,viz13,0
normal,gap,15,density,0.07,5ab774c047a9f70001539c81,21,0,1,22028,viz19,0
normal,spike,10,density,0.0175,5ab774c047a9f70001539c81,22,0,1,9574,viz4,0
normal,gap,20,scatter,0.0875,5ab774c047a9f70001539c81,23,0,0,29119,viz13,0
normal,gap,15,density,0.035,5ab774c047a9f70001539c81,24,0,0,63893,viz2,0
normal,outliers,15,density,0.035,5ab774c047a9f70001539c81,25,0,0,23082,viz16,0
normal,spike,10,scatter,0.35,5ab774c047a9f70001539c81,26,0,0,23269,viz1,0
normal,outliers,15,density,0.0175,5ab774c047a9f70001539c81,27,0,0,67702,viz7,0
normal,outliers,15,histogram,14,5ab774c047a9f70001539c81,28,0,0,10760,viz16,0
normal,gap,15,histogram,7,5ab774c047a9f70001539c81,29,0,0,22907,viz9,0
normal,outliers,10,histogram,28,5ab774c047a9f70001539c81,30,0,0,14860,viz12,0
normal,spike,10,scatter,0.175,5ab774c047a9f70001539c81,31,0,0,11372,viz1,0
normal,spike,10,density,0.07,5ab774c047a9f70001539c81,32,0,1,27419,viz15,0
normal,outliers,20,scatter,0.0875,5ab774c047a9f70001539c81,33,0,0,20300,viz5,0
normal,spike,15,scatter,0.35,5ab774c047a9f70001539c81,34,0,0,20195,viz3,0
normal,outliers,10,scatter,0.175,5ab774c047a9f70001539c81,35,0,0,22994,viz4,0
normal,spike,10,histogram,28,5ab774c047a9f70001539c81,36,0,0,21105,viz10,0
normal,gap,15,histogram,14,5ab774c047a9f70001539c81,37,0,1,10319,viz11,0
normal,outliers,20,density,0.035,5ab774c047a9f70001539c81,38,0,0,20538,viz13,0
normal,outliers,20,scatter,0.35,5ab774c047a9f70001539c81,39,0,1,21960,viz15,0
normal,spike,10,scatter,0.0875,5ab774c047a9f70001539c81,40,0,1,7918,viz5,0
normal,outliers,10,density,0.0175,5ab774c047a9f70001539c81,41,0,0,24394,viz10,0
normal,spike,15,scatter,0.175,5ab774c047a9f70001539c81,42,0,0,14648,viz2,0
